"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"41995","25997.846652","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606730b740b0000ceaa0704c0134f0063","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"41997","25997.935522","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b770b0000b0aa0704f9134c00aeaa040cbcc70000fc020000440f0000a2aa050752350a00015201b7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"41998","25998.069316","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b750b00003baa07049d13720017","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42000","25998.153450","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606800b810b00009aaa0704e0134d004faa040cc2c6000006030000630f00003eaa0507f2060a00015201d4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42002","25998.241796","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b720b0000f7aa0704b6136600f1aa081102c4d50000112a0000100e00002d00000074","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42003","25998.374351","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b7a0b000096aa0704bf13680089","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42005","25998.460471","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606930b930b000031aa0704cd134e00d4aa040c06c600000d0300007a0f000074aa050744e509000152018f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42006","25998.547230","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067e0b7f0b000092aa07049013750006","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42008","25998.635756","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606710b710b0000cbaa07040314460013aa040c20c80000c3020000270e00003caa0507740d0b00015201fb","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42010","25998.768325","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606730b730b0000e3aa07049f135b0001aa081102c4d50000112a0000100e00002d00000074","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42011","25998.853211","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606780b780b00005eaa0704cf1348001a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42013","25998.941608","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7a0b0000d6aa0704bd136c0025aa040c95c50000ff03000036140000f7aa05076b8b070001520183","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42014","25999.075550","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b760b0000e7aa0704c2134900ad","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42016","25999.160463","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7a0b000097aa0704bd136f0076aa040c99c50000fd0300002f140000fdaa0507338e0700015201b8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42018","25999.247864","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606770b760b000007aa0704c01353007daa081102c4d50000112a0000100e00002e000000a8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42019","25999.334884","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606810b810b00003aaa0704b9137000ca","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42021","25999.466554","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b780b00005daa070488135d002daa040c56c30000ef030000ab13000040aa0507c9930700015201a9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42022","25999.553110","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b780b0000fdaa0704fe134a0025","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42024","25999.642029","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b770b000010aa070487136a00c1aa040c49c30000cf0300000d13000074aa050784d107000152011f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42026","25999.776683","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606840b870b0000a2aa070400144800c0aa081102c4d50000112a0000100e00002e000000a8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42027","25999.859283","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7b0b0000c2aa07049d136f0038","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42029","25999.948295","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7c0b00004faa0704e313480066aa040ce7c60000d4020000690e000086aa050708b90a00015201ad","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42030","26000.034446","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7b0b0000c2aa0704c713760043","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42032","26000.167700","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068b0b8b0b000093aa0704ea1347002faa040c26c70000ca0200003b0e0000adaa05077ae20a0001520119","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42034","26000.255072","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b720b0000f7aa0704bf136d007caa081102c4d50000112a0000100e00002f0000001c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42035","26000.340464","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b760b0000a4aa0704bf134b003c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42037","26000.473300","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7b0b000023aa0704b613600057aa040c25c50000d403000052130000d2aa05077bdb07000152016c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42038","26000.559581","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606880b880b0000afaa0704b1134d00c0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42040","26000.648208","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b760b000007aa0704e81368009faa040c19c70000d60300008e1300007aaa050717eb070001520191","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42042","26000.779873","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606740b760b0000e7aa07048e136a00b6aa081102c4d50000112a0000100e00002f0000001c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42043","26000.866027","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067c0b7c0b00000eaa0704fa134a00d4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42045","26000.954337","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067d0b7e0b0000c6aa07047f13a100e1aa040cfec200004a060000671f0000a7aa0507b1ba04000152015d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42046","26001.040699","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606810b800b00008eaa0704c0138f0037","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42048","26001.172007","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704d9136900f3aa040c83c60000050400006e1400002eaa0507d188070001520159","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42050","26001.259994","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067d0b7e0b0000c6aa07048c13b400f6aa081102c4d50000112a0000100e00003000000055","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42051","26001.346450","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06068f0b8f0b0000c3aa0704c9135900c1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42053","26001.434715","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b7a0b000096aa07048b13ac0001aa040c6fc30000c1060000ce210000e1aa0507cf690400015201e0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42054","26001.567170","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b750b00007baa070498138c009c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42056","26001.654031","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b780b00005eaa0704bf136a00ebaa040c9ec500002e0400002615000025aa05076136070001520122","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42058","26001.741638","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606830b830b000012aa0704b91367002eaa081102c4d50000112a0000100e00003000000055","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42059","26001.874984","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606780b760b000004aa0704e11349003f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42061","26001.960225","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa07049113700047aa040cadc3000029040000d71400006faa0507302d0700015201f2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42062","26002.046939","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b760b000007aa0704f413500036","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42064","26002.135294","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606800b830b0000f2aa0704a4135d0051aa040c69c400000104000023140000e9aa0507a77b070001520141","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42066","26002.268653","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b720b0000f7aa0704ca1349006eaa081102c4d50000112a0000100e000031000000e1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42067","26002.353240","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b720b000016aa0704d813660079","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42069","26002.441549","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b7a0b000096aa07049613730039aa040cdfc300007f0400008e160000b6aa050709a5060001520180","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42070","26002.571983","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606840b850b0000caaa0704e813490048","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42072","26002.660585","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066f0b720b000030aa0704b1137500fcaa040cf3c40000980400002a17000041aa0507518a0600015201b1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42074","26002.791700","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606730b710b00008baa0704c7134d002caa081102c4d50000112a0000100e000031000000e1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42075","26002.878365","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704bd138100cb","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42079","26002.966117","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7a0b000076aa07048c136e001aaa040c7bc300005004000096150000fdaa05070aea060001520111","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42080","26003.053233","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606730b740b0000ceaa0704fb134a0060","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42082","26003.142278","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b750b00007baa07048c137600c0aa040c7bc300009d0400001717000024aa0507d076060001520176","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42084","26003.275073","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067b0b7a0b0000d6aa0704ea13490020aa081102c4d50000112a0000100e0000320000003d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42085","26003.359507","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606840b830b000053aa0704a513680085","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42087","26003.447802","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7a0b000076aa0704ec134900b9aa040c3fc70000dc020000960e0000afaa050795a10a00015201e3","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42088","26003.534602","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704c5136c0093","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42090","26003.669668","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b780b00005daa0704a613680059aa040c82c40000dc0300006c130000b8aa050729c407000152019f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42092","26003.754107","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068b0b8a0b000027aa0704ea13490020aa081102c4d50000112a0000100e0000320000003d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42093","26003.840424","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b770b000013aa0704b6137500d1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42095","26003.975639","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7a0b0000d6aa0704ce13530027aa040c13c6000041030000831000008aaa05078f470900015201dd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42096","26004.058897","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7b0b0000c2aa0704bb13740066","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42098","26004.146626","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068b0b8b0b000093aa0704c213510077aa040c99c5000030030000221000008eaa05071974090001520116","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42100","26004.235759","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606760b740b0000cfaa0704c9135f0067aa081102c4d50000112a0000100e00003300000089","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42101","26004.368399","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b770b000013aa070489136f006e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42103","26004.454115","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7b0b000023aa0704f8134f0049aa040cb0c7000017030000ce0f0000baaa050794da09000152016e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42104","26004.540903","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06068b0b8a0b000027aa0704ba136900fd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42106","26004.672929","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b770b0000b0aa0704d9134b0077aa040c83c60000f7020000130f000041aa050717360a000152011c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42108","26004.760562","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606760b750b00007baa0704b91364007daa081102c4d50000112a0000100e00003300000089","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42109","26004.846975","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b7a0b000096aa0704af136a004c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42111","26004.935989","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067b0b7a0b0000d6aa0704f5134a003aaa040c96c70000ed020000f50e000072aa0507f7660a000152016b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42112","26005.065487","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b790b0000e9aa0704bd135b0027","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42114","26005.153726","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b780b00001eaa07041c1447006baa040c1ac90000c8020000520e000058aa0507b7070b000152016e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42116","26005.240470","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606760b780b0000fdaa0704c313700014aa081102c4d50000112a0000100e000034000000a4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42117","26005.374770","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606870b840b00009eaa0704bb135b00be","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42119","26005.460538","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067d0b7a0b000037aa07042614490026aa040c7fc90000dc020000c00e000037aa05074dc00a0001520198","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42120","26005.547064","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606730b750b00007aaa0704e8137500b0","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42122","26005.635724","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b780b00005eaa0704b01381004daa040ce6c400000f0500008119000094aa050700f005000152010b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42124","26005.769761","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606850b870b000002aa07047c13a2006eaa081102c4d50000112a0000100e000034000000a4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42125","26005.853104","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704a5134c00a7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42127","26005.941683","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606750b760b000047aa0704c9136d0090aa040c98c5000048040000ac150000fbaa0507650907000152016b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42128","26006.071459","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa07048413760003","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42130","26006.160008","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606870b860b0000f6aa0704dc13490050aa040c9cc60000dc0200008a0e0000edaa0507e8980a00015201e6","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42132","26006.247352","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b730b000043aa0704c0137000c8aa081102c4d50000112a0000100e00003500000010","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42133","26006.334398","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606730b720b000057aa0704d813480090","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42135","26006.465441","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606930b940b00001caa0704c013a70078aa040c93c500008d06000025210000eaaa0507b999040001520118","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42136","26006.553228","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606840b830b000053aa0704ce134e0008","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42138","26006.641394","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606730b730b0000e3aa0704be13660032aa040c9dc5000010040000901400000faa0507dd6a07000152014a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42140","26006.775786","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b720b0000f7aa0704b013670059aa081102c4d50000112a0000100e00003500000010","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42141","26006.859364","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b760b000007aa0704eb1355008a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42143","26006.948210","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b7a0b000035aa0704b4137500b9aa040c0cc50000980400002d170000d7aa0507258b0600015201b6","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42144","26007.034776","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b720b000016aa0704cd13480072","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42146","26007.169194","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606710b700b00007faa0704b6137500d1aa040c25c500009504000024170000b9aa05078c8f0600015201d4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42148","26007.254509","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606740b750b00003baa0704ab134e009faa081102c4d50000112a0000100e000036000000cc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42149","26007.340817","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606820b810b0000daaa0704cd1370004e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42151","26007.473095","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b7a0b000036aa07048e136e0072aa040c94c30000ff0300000514000043aa0507b876070001520190","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42152","26007.559554","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b770b0000b3aa0704f113500073","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42154","26007.648161","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7d0b0000baaa070498136b00b9aa040cf8c30000df0300006e130000eaaa050785b8070001520184","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42156","26007.735300","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606880b880b0000afaa0704f1135400b7aa081102c4d50000112a0000100e000036000000cc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42157","26007.867072","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b780b0000feaa0704a713610075","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42159","26007.954068","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7a0b000076aa0704e713480097aa040c0dc70000d2020000600e000070aa050730c40a0001520152","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42160","26008.040796","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b780b00001eaa0704b5136a0040","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42162","26008.174512","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606850b860b0000b6aa0704d2134d00ceaa040c38c6000008030000650f0000e5aa0507c2f7090001520197","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42164","26008.260543","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606780b780b00005eaa0704ab13620014aa081102c4d50000112a0000100e00003700000078","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"42165","26008.347037","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704ca13620072","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
